ticker
411060.KS
132030.KS
144600.KS
292560.KS
261240.KS
261220.KS
271060.KS
360750.KS
133690.KS
379800.KS
379810.KS
381180.KS
360200.KS
367380.KS
371160.KS
379780.KS
453870.KS
449180.KS
453810.KS
251350.KS
448290.KS
245710.KS
241180.KS
200250.KS
448300.KS
192090.KS
372330.KS
488500.KS
414780.KS
283580.KS
143850.KS
219480.KS
168580.KS
304940.KS
245340.KS
245360.KS
195980.KS
099140.KS
280930.KS
195970.KS
195930.KS
101280.KS
256440.KS
411860.KS
250730.KS
238720.KS
291130.KS
310080.KS
195920.KS
499150.KS
379790.KS
261920.KS
189400.KS
105010.KS
381170.KS
458730.KS
371460.KS
457480.KS
446720.KS
402970.KS
465580.KS
314250.KS
474220.KS
487230.KS
456600.KS
390390.KS
483280.KS
497570.KS
452360.KS
182480.KS
429000.KS
203780.KS
453650.KS
352560.KS
493420.KS
200030.KS
218420.KS
453640.KS
287180.KS
245350.KS
494410.KS
463680.KS
185680.KS
280320.KS
460660.KS
463640.KS
453630.KS
219390.KS
453660.KS
463690.KS
069500.KS
278530.KS
102110.KS
310970.KS
148020.KS
229200.KS
294400.KS
278540.KS
152100.KS
226490.KS
361580.KS
295040.KS
277630.KS
302450.KS
232080.KS
328370.KS
156080.KS
102780.KS
305720.KS
292150.KS
305540.KS
315930.KS
466920.KS
161510.KS
091160.KS
396500.KS
449450.KS
139260.KS
462010.KS
091180.KS
091170.KS
466940.KS
364980.KS
139230.KS
325010.KS
227540.KS
363580.KS
139250.KS
139220.KS
139270.KS
147970.KS
174350.KS
227560.KS
227570.KS
315270.KS
139290.KS
139240.KS
227550.KS
459580.KS
488770.KS
423160.KS
455890.KS
153130.KS
469830.KS
456610.KS
196230.KS
455960.KS
468370.KS
430500.KS
458260.KS
468380.KS
332620.KS
332610.KS
468630.KS
455660.KS
182490.KS
453850.KS
458250.KS
329750.KS
484790.KS
472870.KS
305080.KS
476750.KS
476760.KS
308620.KS
489000.KS
267440.KS
273130.KS
385540.KS
451540.KS
438330.KS
363570.KS
0016X0.KS
278620.KS
336160.KS
157450.KS
439870.KS
114260.KS
148070.KS
302190.KS
451530.KS
272560.KS
114100.KS
426150.KS
152380.KS
298340.KS
397420.KS
LYB
AXP
VZ
TPL
AVGO
BA
SOLV
CAT
JPM
CVX
KO
ABBV
DIS
CPAY
EXR
XOM
PSX
GE
HPQ
HD
MPWR
IBM
JNJ
LULU
MCD
MRK
MMM
AWK
BAC
PFE
PG
T
TRV
RTX
ADI
WMT
CSCO
INTC
GM
MSFT
DG
CI
KMI
C
AIG
MO
HCA
IP
HPE
ABT
AFL
APD
SMCI
RCL
HES
LII
ADM
ADP
VRSK
AZO
LIN
AVY
ENPH
MSCI
BALL
AXON
DAY
CARR
BK
OTIS
BAX
BDX
BRK/B
BBY
BSX
BMY
BF/B
CTRA
HLT
CCL
BLDR
UDR
CLX
PAYC
CMS
CL
EPAM
CAG
ABNB
ED
GLW
GDDY
CMI
CZR
DHR
TGT
WSM
DE
D
DOV
LNT
STLD
DUK
REG
ETN
ECL
RVTY
DELL
EMR
EOG
AON
ETR
EFX
EQT
IQV
IT
FDX
BRO
F
NEE
BEN
GRMN
FCX
EXE
DXCM
GD
GIS
GPC
ATO
GWW
HAL
LHX
DOC
PODD
FTV
HSY
SYF
HRL
AJG
MDLZ
CNP
HUM
WTW
ITW
CDW
TT
IPG
IFF
GNRC
NXPI
K
BR
KMB
KIM
ORCL
KR
LEN
LLY
CHTR
L
LOW
HUBB
IEX
MMC
MAS
SPGI
MDT
VTRS
CVS
DD
MU
MSI
CBOE
NEM
NKE
NI
NSC
PFG
ES
NOC
WFC
NUE
OXY
OMC
OKE
RJF
PCG
PH
ROL
PPL
APTV
COP
PHM
PNW
PNC
PPG
DASH
PGR
VLTO
PEG
COO
EIX
SLB
SCHW
SHW
WST
SJM
SNA
AME
UBER
SO
TFC
LUV
WRB
SWK
PSA
ANET
SYY
CTVA
