ticker
TXN
TXT
TMO
TJX
GL
JCI
ULTA
UNP
KEYS
UNH
BX
VTR
LH
VMC
WY
WMB
CEG
WEC
ADBE
VST
AES
EXPD
AMGN
AAPL
ADSK
CTAS
CMCSA
TAP
KLAC
MAR
FI
MKC
PCAR
COST
SYK
TSN
LW
AMAT
CAH
CINF
PARA
DHI
EA
ERIE
FICO
FAST
MTB
XEL
FITB
GILD
HAS
HBAN
WELL
BIIB
NTRS
PKG
PAYX
QCOM
ROST
IDXX
SBUX
KEY
FOXA
FOX
STT
NCLH
USB
AOS
GEN
TROW
WM
STZ
IVZ
INTU
MS
MCHP
CRWD
CB
HOLX
CFG
JBL
ORLY
ALL
EQR
KDP
HST
INCY
SPG
EMN
AVB
PRU
UPS
WBA
STE
MCK
LMT
COR
COF
CPB
WAT
NDSN
DLTR
DRI
EVRG
MTCH
NVR
NTAP
ODFL
DVA
HIG
IRM
EL
CDNS
TYL
UHS
SWKS
DGX
ROK
KHC
AMT
REGN
AMZN
JKHY
RL
BXP
APH
HWM
VLO
SNPS
CHRW
ACN
TDG
YUM
PLD
FE
VRSN
PWR
HSIC
AEE
ANSS
FDS
NVDA
CTSH
ISRG
TTWO
RSG
EBAY
GS
SBAC
SRE
MCO
ON
BKNG
FFIV
AKAM
CRL
MKTX
DVN
TECH
GOOGL
ALLE
NFLX
A
WBD
TRMB
ELV
CME
JNPR
DTE
NDAQ
PM
IR
CRM
ROP
HII
MET
TPR
CSX
EW
AMP
ZBRA
ZBH
CPT
CBRE
MA
KMX
ICE
FIS
SW
CMG
WYNN
LYV
AIZ
NRG
MNST
RF
BKR
MOS
EXPE
CF
APA
LDOS
GOOG
TKO
FSLR
DFS
V
MAA
XYL
MPC
TSCO
AMD
RMD
MTD
VICI
CPRT
J
ALB
FTNT
MRNA
ESS
CSGP
O
WAB
PLTR
POOL
WDC
PEP
TEL
FANG
PANW
NOW
CHD
FRT
MGM
AEP
INVH
PTC
JBHT
LRCX
MHK
GEHC
PNR
VRTX
AMCR
META
TMUS
URI
ARE
HON
DAL
UAL
STX
NWS
CNC
APO
MLM
TER
PYPL
TSLA
BLK
KKR
ACGL
DOW
EG
TDY
DPZ
GEV
NWSA
EXC
GPN
CCI
ALGN
KVUE
TRGP
BG
LKQ
DECK
WDAY
ZTS
EQIX
DLR
MOH
LVS
